Run	Time	Name	X pos	Y pos

0	0.00	Bee399	7.50	35.50
0	0.00	Bee398	37.50	40.50
0	0.00	Bee397	31.50	21.50
0	0.00	Bee396	30.50	28.50
0	0.00	Bee395	38.50	34.50
0	0.00	Bee394	0.50	2.50
0	0.00	Bee393	6.50	24.50
0	0.00	Bee392	18.50	35.50
0	0.00	Bee391	6.50	17.50
0	0.00	Bee390	1.50	11.50
0	0.00	Bee389	23.50	4.50
0	0.00	Bee388	48.50	0.50
0	0.00	Bee387	37.50	31.50
0	0.00	Bee386	17.50	35.50
0	0.00	Bee385	16.50	20.50
0	0.00	Bee384	24.50	23.50
0	0.00	Bee383	29.50	45.50
0	0.00	Bee382	45.50	26.50
0	0.00	Bee381	26.50	48.50
0	0.00	Bee380	6.50	11.50
0	0.00	Bee379	27.50	33.50
0	0.00	Bee378	25.50	4.50
0	0.00	Bee377	0.50	48.50
0	0.00	Bee376	17.50	23.50
0	0.00	Bee375	23.50	10.50
0	0.00	Bee374	49.50	8.50
0	0.00	Bee373	6.50	28.50
0	0.00	Bee372	33.50	40.50
0	0.00	Bee371	38.50	33.50
0	0.00	Bee370	21.50	26.50
0	0.00	Bee369	12.50	3.50
0	0.00	Bee368	3.50	18.50
0	0.00	Bee367	14.50	14.50
0	0.00	Bee366	23.50	5.50
0	0.00	Bee365	1.50	7.50
0	0.00	Bee364	37.50	0.50
0	0.00	Bee363	2.50	10.50
0	0.00	Bee362	10.50	21.50
0	0.00	Bee361	19.50	28.50
0	0.00	Bee360	22.50	19.50
0	0.00	Bee359	40.50	46.50
0	0.00	Bee358	30.50	1.50
0	0.00	Bee357	32.50	9.50
0	0.00	Bee356	12.50	33.50
0	0.00	Bee355	29.50	26.50
0	0.00	Bee354	15.50	5.50
0	0.00	Bee353	14.50	49.50
0	0.00	Bee352	7.50	21.50
0	0.00	Bee351	31.50	13.50
0	0.00	Bee350	27.50	45.50
0	0.00	Bee349	2.50	2.50
0	0.00	Bee348	19.50	34.50
0	0.00	Bee347	43.50	26.50
0	0.00	Bee346	34.50	48.50
0	0.00	Bee345	8.50	5.50
0	0.00	Bee344	28.50	19.50
0	0.00	Bee343	46.50	20.50
0	0.00	Bee342	14.50	31.50
0	0.00	Bee341	34.50	8.50
0	0.00	Bee340	10.50	22.50
0	0.00	Bee339	3.50	46.50
0	0.00	Bee338	48.50	24.50
0	0.00	Bee337	8.50	39.50
0	0.00	Bee336	6.50	8.50
0	0.00	Bee335	3.50	48.50
0	0.00	Bee334	1.50	33.50
0	0.00	Bee333	1.50	46.50
0	0.00	Bee332	31.50	22.50
0	0.00	Bee331	2.50	15.50
0	0.00	Bee330	12.50	28.50
0	0.00	Bee329	21.50	17.50
0	0.00	Bee328	43.50	48.50
0	0.00	Bee327	0.50	45.50
0	0.00	Bee326	18.50	41.50
0	0.00	Bee325	33.50	39.50
0	0.00	Bee324	3.50	43.50
0	0.00	Bee323	19.50	29.50
0	0.00	Bee322	15.50	9.50
0	0.00	Bee321	1.50	45.50
0	0.00	Bee320	45.50	32.50
0	0.00	Bee319	11.50	32.50
0	0.00	Bee318	42.50	22.50
0	0.00	Bee317	38.50	17.50
0	0.00	Bee316	36.50	29.50
0	0.00	Bee315	45.50	30.50
0	0.00	Bee314	38.50	15.50
0	0.00	Bee313	10.50	15.50
0	0.00	Bee312	13.50	24.50
0	0.00	Bee311	10.50	49.50
0	0.00	Bee310	14.50	0.50
0	0.00	Bee309	16.50	9.50
0	0.00	Bee308	37.50	21.50
0	0.00	Bee307	31.50	23.50
0	0.00	Bee306	23.50	16.50
0	0.00	Bee305	26.50	43.50
0	0.00	Bee304	49.50	35.50
0	0.00	Bee303	34.50	15.50
0	0.00	Bee302	20.50	1.50
0	0.00	Bee301	12.50	22.50
0	0.00	Bee300	19.50	46.50
0	0.00	Bee299	15.50	8.50
0	0.00	Bee298	39.50	0.50
0	0.00	Bee297	47.50	49.50
0	0.00	Bee296	21.50	25.50
0	0.00	Bee295	27.50	49.50
0	0.00	Bee294	46.50	19.50
0	0.00	Bee293	25.50	28.50
0	0.00	Bee292	48.50	16.50
0	0.00	Bee291	29.50	25.50
0	0.00	Bee290	44.50	26.50
0	0.00	Bee289	26.50	31.50
0	0.00	Bee288	40.50	29.50
0	0.00	Bee287	0.50	6.50
0	0.00	Bee286	44.50	40.50
0	0.00	Bee285	2.50	26.50
0	0.00	Bee284	5.50	34.50
0	0.00	Bee283	39.50	40.50
0	0.00	Bee282	17.50	45.50
0	0.00	Bee281	19.50	41.50
0	0.00	Bee280	35.50	24.50
0	0.00	Bee279	46.50	34.50
0	0.00	Bee278	10.50	35.50
0	0.00	Bee277	35.50	27.50
0	0.00	Bee276	10.50	20.50
0	0.00	Bee275	34.50	27.50
0	0.00	Bee274	13.50	23.50
0	0.00	Bee273	23.50	39.50
0	0.00	Bee272	1.50	34.50
0	0.00	Bee271	12.50	21.50
0	0.00	Bee270	26.50	49.50
0	0.00	Bee269	43.50	39.50
0	0.00	Bee268	13.50	2.50
0	0.00	Bee267	14.50	46.50
0	0.00	Bee266	42.50	48.50
0	0.00	Bee265	30.50	35.50
0	0.00	Bee264	40.50	36.50
0	0.00	Bee263	19.50	19.50
0	0.00	Bee262	39.50	7.50
0	0.00	Bee261	22.50	33.50
0	0.00	Bee260	45.50	22.50
0	0.00	Bee259	12.50	19.50
0	0.00	Bee258	20.50	48.50
0	0.00	Bee257	20.50	17.50
0	0.00	Bee256	29.50	15.50
0	0.00	Bee255	22.50	31.50
0	0.00	Bee254	15.50	25.50
0	0.00	Bee253	35.50	49.50
0	0.00	Bee252	40.50	45.50
0	0.00	Bee251	19.50	6.50
0	0.00	Bee250	15.50	12.50
0	0.00	Bee249	26.50	25.50
0	0.00	Bee248	28.50	4.50
0	0.00	Bee247	11.50	2.50
0	0.00	Bee246	44.50	39.50
0	0.00	Bee245	33.50	49.50
0	0.00	Bee244	4.50	49.50
0	0.00	Bee243	25.50	22.50
0	0.00	Bee242	20.50	19.50
0	0.00	Bee241	2.50	31.50
0	0.00	Bee240	26.50	12.50
0	0.00	Bee239	8.50	33.50
0	0.00	Bee238	41.50	47.50
0	0.00	Bee237	42.50	13.50
0	0.00	Bee236	35.50	14.50
0	0.00	Bee235	37.50	3.50
0	0.00	Bee234	7.50	26.50
0	0.00	Bee233	22.50	20.50
0	0.00	Bee232	39.50	31.50
0	0.00	Bee231	20.50	7.50
0	0.00	Bee230	30.50	44.50
0	0.00	Bee229	3.50	23.50
0	0.00	Bee228	16.50	35.50
0	0.00	Bee227	16.50	46.50
0	0.00	Bee226	29.50	14.50
0	0.00	Bee225	22.50	24.50
0	0.00	Bee224	40.50	9.50
0	0.00	Bee223	15.50	49.50
0	0.00	Bee222	34.50	6.50
0	0.00	Bee221	47.50	7.50
0	0.00	Bee220	25.50	48.50
0	0.00	Bee219	22.50	26.50
0	0.00	Bee218	2.50	22.50
0	0.00	Bee217	4.50	48.50
0	0.00	Bee216	23.50	46.50
0	0.00	Bee215	0.50	10.50
0	0.00	Bee214	42.50	17.50
0	0.00	Bee213	47.50	29.50
0	0.00	Bee212	38.50	36.50
0	0.00	Bee211	7.50	17.50
0	0.00	Bee210	49.50	29.50
0	0.00	Bee209	46.50	5.50
0	0.00	Bee208	46.50	29.50
0	0.00	Bee207	39.50	12.50
0	0.00	Bee206	6.50	1.50
0	0.00	Bee205	26.50	22.50
0	0.00	Bee204	12.50	26.50
0	0.00	Bee203	43.50	44.50
0	0.00	Bee202	23.50	26.50
0	0.00	Bee201	45.50	37.50
0	0.00	Bee200	8.50	47.50
0	0.00	Bee199	3.50	16.50
0	0.00	Bee198	48.50	4.50
0	0.00	Bee197	16.50	10.50
0	0.00	Bee196	39.50	32.50
0	0.00	Bee195	15.50	11.50
0	0.00	Bee194	16.50	2.50
0	0.00	Bee193	25.50	9.50
0	0.00	Bee192	27.50	48.50
0	0.00	Bee191	33.50	2.50
0	0.00	Bee190	49.50	40.50
0	0.00	Bee189	21.50	24.50
0	0.00	Bee188	29.50	29.50
0	0.00	Bee187	38.50	9.50
0	0.00	Bee186	8.50	17.50
0	0.00	Bee185	7.50	44.50
0	0.00	Bee184	32.50	11.50
0	0.00	Bee183	44.50	2.50
0	0.00	Bee182	28.50	47.50
0	0.00	Bee181	17.50	33.50
0	0.00	Bee180	24.50	22.50
0	0.00	Bee179	27.50	9.50
0	0.00	Bee178	30.50	16.50
0	0.00	Bee177	44.50	11.50
0	0.00	Bee176	25.50	36.50
0	0.00	Bee175	32.50	44.50
0	0.00	Bee174	31.50	4.50
0	0.00	Bee173	13.50	31.50
0	0.00	Bee172	17.50	8.50
0	0.00	Bee171	22.50	15.50
0	0.00	Bee170	21.50	32.50
0	0.00	Bee169	2.50	9.50
0	0.00	Bee168	14.50	16.50
0	0.00	Bee167	33.50	14.50
0	0.00	Bee166	42.50	27.50
0	0.00	Bee165	45.50	47.50
0	0.00	Bee164	43.50	17.50
0	0.00	Bee163	16.50	18.50
0	0.00	Bee162	2.50	23.50
0	0.00	Bee161	1.50	35.50
0	0.00	Bee160	34.50	14.50
0	0.00	Bee159	23.50	40.50
0	0.00	Bee158	21.50	20.50
0	0.00	Bee157	38.50	41.50
0	0.00	Bee156	8.50	12.50
0	0.00	Bee155	31.50	17.50
0	0.00	Bee154	12.50	45.50
0	0.00	Bee153	5.50	24.50
0	0.00	Bee152	22.50	30.50
0	0.00	Bee151	28.50	38.50
0	0.00	Bee150	39.50	33.50
0	0.00	Bee149	14.50	47.50
0	0.00	Bee148	0.50	40.50
0	0.00	Bee147	36.50	4.50
0	0.00	Bee146	31.50	5.50
0	0.00	Bee145	11.50	24.50
0	0.00	Bee144	32.50	1.50
0	0.00	Bee143	6.50	12.50
0	0.00	Bee142	0.50	12.50
0	0.00	Bee141	47.50	31.50
0	0.00	Bee140	0.50	13.50
0	0.00	Bee139	34.50	3.50
0	0.00	Bee138	18.50	3.50
0	0.00	Bee137	35.50	3.50
0	0.00	Bee136	21.50	15.50
0	0.00	Bee135	20.50	9.50
0	0.00	Bee134	7.50	24.50
0	0.00	Bee133	34.50	22.50
0	0.00	Bee132	23.50	37.50
0	0.00	Bee131	33.50	5.50
0	0.00	Bee130	1.50	42.50
0	0.00	Bee129	3.50	0.50
0	0.00	Bee128	37.50	2.50
0	0.00	Bee127	26.50	8.50
0	0.00	Bee126	47.50	20.50
0	0.00	Bee125	3.50	7.50
0	0.00	Bee124	31.50	34.50
0	0.00	Bee123	27.50	37.50
0	0.00	Bee122	27.50	21.50
0	0.00	Bee121	3.50	36.50
0	0.00	Bee120	49.50	33.50
0	0.00	Bee119	38.50	46.50
0	0.00	Bee118	44.50	13.50
0	0.00	Bee117	27.50	39.50
0	0.00	Bee116	24.50	30.50
0	0.00	Bee115	25.50	10.50
0	0.00	Bee114	34.50	18.50
0	0.00	Bee113	1.50	47.50
0	0.00	Bee112	49.50	4.50
0	0.00	Bee111	6.50	25.50
0	0.00	Bee110	47.50	4.50
0	0.00	Bee109	6.50	19.50
0	0.00	Bee108	8.50	8.50
0	0.00	Bee107	29.50	47.50
0	0.00	Bee106	49.50	46.50
0	0.00	Bee105	9.50	40.50
0	0.00	Bee104	42.50	24.50
0	0.00	Bee103	43.50	36.50
0	0.00	Bee102	24.50	38.50
0	0.00	Bee101	43.50	21.50
0	0.00	Bee100	38.50	18.50
0	0.00	Bee099	13.50	13.50
0	0.00	Bee098	35.50	15.50
0	0.00	Bee097	41.50	22.50
0	0.00	Bee096	47.50	19.50
0	0.00	Bee095	19.50	11.50
0	0.00	Bee094	42.50	42.50
0	0.00	Bee093	47.50	48.50
0	0.00	Bee092	20.50	49.50
0	0.00	Bee091	14.50	11.50
0	0.00	Bee090	24.50	5.50
0	0.00	Bee089	41.50	29.50
0	0.00	Bee088	42.50	8.50
0	0.00	Bee087	25.50	0.50
0	0.00	Bee086	34.50	5.50
0	0.00	Bee085	27.50	23.50
0	0.00	Bee084	35.50	30.50
0	0.00	Bee083	48.50	45.50
0	0.00	Bee082	18.50	45.50
0	0.00	Bee081	40.50	48.50
0	0.00	Bee080	31.50	20.50
0	0.00	Bee079	30.50	14.50
0	0.00	Bee078	42.50	20.50
0	0.00	Bee077	48.50	25.50
0	0.00	Bee076	23.50	44.50
0	0.00	Bee075	2.50	49.50
0	0.00	Bee074	0.50	25.50
0	0.00	Bee073	8.50	29.50
0	0.00	Bee072	11.50	27.50
0	0.00	Bee071	38.50	19.50
0	0.00	Bee070	17.50	12.50
0	0.00	Bee069	3.50	49.50
0	0.00	Bee068	1.50	49.50
0	0.00	Bee067	28.50	20.50
0	0.00	Bee066	11.50	40.50
0	0.00	Bee065	41.50	6.50
0	0.00	Bee064	11.50	37.50
