Run	Time	Name	X pos	Y pos

0	0.00	Bee036	21.50	42.50
0	0.00	Bee079	10.50	4.50
0	0.00	Bee022	17.50	49.50
0	0.00	Bee009	40.50	28.50
0	0.00	Bee053	7.50	8.50
0	0.00	Bee023	2.50	31.50
0	0.00	Bee024	11.50	40.50
0	0.00	Bee024	38.50	13.50
0	0.00	Bee069	26.50	46.50
0	0.00	Bee087	9.50	7.50
0	0.00	Bee055	49.50	4.50
0	0.00	Bee071	30.50	40.50
0	0.00	Bee099	10.50	9.50
0	0.00	Bee051	10.50	0.50
0	0.00	Bee007	44.50	44.50
0	0.00	Bee085	1.50	20.50
0	0.00	Bee084	1.50	39.50
0	0.00	Bee003	44.50	46.50
0	0.00	Bee066	9.50	5.50
0	0.00	Bee010	4.50	3.50
0	0.00	Bee093	10.50	5.50
0	0.00	Bee001	44.50	9.50
0	0.00	Bee025	49.50	29.50
0	0.00	Bee063	30.50	2.50
0	0.00	Bee037	33.50	38.50
0	0.00	Bee087	38.50	49.50
0	0.00	Bee006	44.50	32.50
0	0.00	Bee097	43.50	29.50
0	0.00	Bee024	4.50	29.50
0	0.00	Bee063	0.50	37.50
0	0.00	Bee092	37.50	4.50
0	0.00	Bee094	38.50	2.50
0	0.00	Bee099	48.50	30.50
0	0.00	Bee030	39.50	5.50
0	0.00	Bee075	44.50	38.50
0	0.00	Bee017	48.50	26.50
0	0.00	Bee042	4.50	43.50
0	0.00	Bee080	13.50	0.50
0	0.00	Bee037	45.50	19.50
0	0.00	Bee039	35.50	2.50
0	0.00	Bee078	45.50	17.50
0	0.00	Bee031	49.50	48.50
0	0.00	Bee062	8.50	25.50
0	0.00	Bee073	3.50	46.50
0	0.00	Bee029	9.50	2.50
0	0.00	Bee023	39.50	15.50
0	0.00	Bee034	6.50	44.50
0	0.00	Bee019	38.50	43.50
0	0.00	Bee006	17.50	8.50
0	0.00	Bee030	42.50	9.50
0	0.00	Bee020	44.50	47.50
0	0.00	Bee020	9.50	13.50
0	0.00	Bee049	11.50	47.50
0	0.00	Bee048	49.50	45.50
0	0.00	Bee001	3.50	42.50
