0 	1
500 	0
640 	1
1520 	0
1640 	1
2530 	0
2680 	1
3480 	0
3580 	1
4310 	0
4420 	1
4930 	0
5040 	1
5940 	0
6030 	1
7240 	0
7310 	1
8020 	0
8110 	1
8630 	0
8720 	1
9390 	0
9460 	1
10000 	0
10070 	1
10950 	0
11040 	1
12860 	0
12920 	1
14120 	0
14180 	1
14900 	0
14990 	1
15710 	0
15770 	1
16490 	0
16580 	1
17310 	0
17410 	1
22880 	0
23000 	1
24180 	0
24310 	1
24820 	0
24920 	1
26440 	0
26550 	1
28570 	0
28660 	1
29370 	0
29450 	1
30010 	0
30100 	1
30630 	0
30690 	1
33990 	0
34070 	1
38410 	0
38490 	1
39720 	0
39790 	1
41070 	0
41170 	1
43580 	0
43650 	1
44480 	0
44590 	1
45090 	0
45180 	1
45700 	0
45800 	1
46920 	0
46990 	1
47490 	0
47580 	1
48110 	0
48190 	1
48680 	0
48750 	1
49260 	0
49330 	1
49850 	0
49930 	1
50450 	0
50540 	1
52160 	0
52230 	1
52930 	0
52990 	1
53470 	0
53560 	1
54110 	0
54190 	1
54910 	0
54970 	1
55510 	0
55590 	1
56330 	0
56400 	1
56920 	0
56970 	1
57640 	0
57720 	1
58260 	0
58360 	1
59100 	0
59210 	1
59980 	0
60070 	1
61580 	0
61670 	1
62910 	0
62990 	1
64080 	0
64150 	1
66710 	0
66800 	1
67550 	0
67630 	1
68110 	0
68200 	1
69270 	0
69320 	1
70490 	0
70540 	1
71740 	0
71800 	1
72480 	0
72540 	1
73010 	0
73090 	1
73580 	0
73650 	1
74340 	0
74400 	1
76840 	0
76900 	1
78330 	0
78410 	1
83720 	0
83780 	1
85080 	0
85160 	1
85640 	0
85720 	1
86360 	0
86430 	1
86910 	0
86990 	1
88010 	0
88070 	1
88840 	0
88900 	1
89630 	0
89710 	1
90190 	0
90250 	1
90930 	0
91010 	1
91560 	0
91650 	1
92340 	0
92420 	1
92950 	0
93030 	1
93520 	0
93560 	1
94270 	0
94330 	1
94840 	0
94930 	1
95430 	0
95480 	1
96410 	0
96480 	1
98490 	0
98610 	1
99360 	0
99480 	1
101670 	0
101730 	1
102230 	0
102300 	1
103190 	0
103270 	1
104200 	0
104280 	1
107750 	0
107900 	1
109530 	0
109770 	1
113990 	0
114130 	1
114930 	0
115030 	1
115550 	0
115670 	1
118380 	0
118460 	1
118990 	0
119070 	1
119770 	0
119810 	1
120270 	0
120310 	1
120760 	0
120800 	1
124930 	0
124990 	1
128040 	0
128100 	1
128830 	0
128890 	1
129590 	0
129640 	1
130350 	0
130410 	1
131150 	0
131240 	1
131930 	0
132020 	1
133260 	0
133320 	1
133800 	0
133860 	1
136040 	0
136130 	1
136790 	0
136850 	1
138770 	0
138860 	1
139560 	0
139620 	1
140180 	0
140290 	1
140970 	0
141050 	1
141510 	0
141580 	1
142050 	0
142110 	1
144590 	0
144630 	1
145300 	0
145340 	1
160220 	0
160270 	1
161360 	0
161430 	1
162150 	0
162210 	1
163220 	0
163310 	1
164420 	0
164490 	1
164990 	0
165050 	1
165560 	0
165650 	1
166160 	0
166240 	1
166780 	0
166870 	1
167560 	0
167620 	1
168310 	0
168360 	1
168830 	0
168890 	1
169370 	0
169420 	1
169900 	0
169940 	1
170440 	0
170490 	1
171030 	0
171130 	1
173380 	0
173420 	1
174090 	0
174150 	1
175290 	0
175360 	1
176940 	0
177020 	1
177540 	0
177600 	1
178060 	0
178110 	1
178970 	0
179010 	1
180100 	0
180140 	1
180600 	0
180670 	1
181680 	0
181760 	1
182470 	0
182520 	1
186060 	0
186150 	1
187230 	0
187270 	1
187730 	0
187780 	1
188370 	0
188420 	1
189510 	0
189560 	1
190000 	0
190040 	1
191350 	0
191400 	1
192480 	0
192550 	1
193220 	0
193280 	1
194670 	0
194730 	1
199310 	0
199390 	1
200070 	0
200120 	1
200590 	0
200640 	1
201340 	0
201390 	1
201890 	0
201970 	1
203990 	0
204040 	1
204740 	0
204790 	1
205330 	0
205400 	1
206090 	0
206170 	1
206640 	0
206690 	1
207160 	0
207210 	1
207690 	0
207730 	1
208410 	0
208470 	1
208940 	0
208970 	1
209460 	0
209520 	1
210550 	0
210590 	1
211450 	0
211520 	1
212540 	0
212580 	1
213380 	0
213430 	1
214510 	0
214570 	1
215220 	0
215280 	1
215980 	0
216040 	1
217020 	0
217070 	1
218140 	0
218210 	1
219300 	0
219370 	1
219870 	0
219930 	1
221320 	0
221380 	1
222820 	0
222870 	1
223770 	0
223810 	1
224310 	0
224400 	1
225090 	0
225140 	1
225810 	0
225860 	1
226800 	0
226840 	1
227700 	0
227750 	1
230760 	0
230810 	1
232490 	0
232520 	1
233190 	0
233240 	1
235060 	0
235090 	1
237330 	0
237400 	1
238480 	0
238540 	1
239240 	0
239290 	1
239800 	0
239870 	1
240380 	0
240440 	1
241140 	0
241210 	1
242220 	0
242300 	1
242790 	0
242840 	1
243360 	0
243430 	1
244910 	0
244970 	1
246050 	0
246110 	1
246580 	0
246630 	1
247110 	0
247180 	1
247860 	0
247920 	1
248530 	0
248600 	1
249450 	0
249490 	1
250160 	0
250200 	1
250670 	0
250710 	1
251160 	0
251240 	1
252660 	0
252730 	1
253800 	0
253850 	1
254620 	0
254680 	1
255370 	0
255440 	1
256130 	0
256180 	1
256700 	0
257240 	1
258320 	0
262830 	1
263310 	0
267810 	1
268300 	0
278160 	1
278640 	0
290880 	1
291530 	0
309940 	1
310440 	0
331210 	1
331640 	0
353710 	1
355670 	0
409680 	1
410140 	0
464600 	1
465050 	0
519900 	1
520370 	0
575030 	1
575470 	0
629920 	1
630370 	0
685210 	1
685670 	0
740870 	1
741530 	0
797030 	1
797460 	0
852960 	1
853430 	0
909030 	1
909690 	0
965410 	1
966060 	0
