Run	Time	Name	X pos	Y pos	State	Delay	OnCue
0	0.00	Bee09	3.48	5.47	0	0	False
0	0.02	Bee07	6.46	3.43	0	0	False
0	0.40	Bee06	9.31	3.67	0	0	False
0	0.47	Bee00	8.22	3.18	0	0	False
0	1.01	Bee06	9.31	3.67	0	0	False
0	1.21	Bee05	5.95	4.11	0	0	False
0	1.34	Bee03	3.07	1.06	0	0	False
0	1.34	Bee02	3.88	1.80	0	0	False
0	1.52	Bee01	9.22	4.94	0	0	False
0	1.67	Bee00	8.52	3.13	0	0	False
0	1.82	Bee07	4.81	2.09	0	0	False
0	1.82	Bee07	4.81	2.09	0	0	False
0	1.82	Bee04	1.15	5.90	0	0	False
0	2.27	Bee02	4.02	1.63	0	0	False
0	2.45	Bee08	1.49	7.10	0	0	False
0	2.82	Bee07	4.74	1.87	0	0	False
0	2.82	Bee07	4.74	1.87	0	0	False
0	3.53	Bee07	4.75	1.65	0	0	False
0	3.53	Bee08	1.85	6.82	0	0	False
0	3.92	Bee00	10.75	1.20	0	0	False
0	4.47	Bee07	4.89	1.48	0	0	False
0	4.61	Bee02	4.45	0.67	0	0	False
0	5.38	Bee03	1.09	3.38	0	0	False
0	5.52	Bee02	4.73	0.70	0	0	False
0	6.25	Bee05	9.64	1.01	0	0	False
0	6.41	Bee02	5.00	0.86	0	0	False
0	7.94	Bee04	10.45	3.32	0	0	False
0	7.94	Bee05	10.85	2.28	0	0	False
0	8.60	Bee07	9.69	2.12	0	0	False
0	8.60	Bee04	10.67	3.33	0	0	False
0	8.60	Bee05	11.04	2.38	0	0	False
0	11.01	Bee04	13.65	5.04	0	0	False
0	11.20	Bee02	8.62	7.76	0	0	False
0	11.20	Bee08	15.47	5.64	0	0	False
0	22.93	Bee09	14.70	19.23	0	0	False
0	23.79	Bee09	14.91	19.17	0	0	False
0	24.52	Bee09	15.09	19.02	0	0	False
0	25.40	Bee02	34.25	11.58	0	0	False
0	26.46	Bee06	37.54	16.72	0	0	False
0	27.98	Bee07	39.20	13.18	0	0	False
0	28.53	Bee00	39.09	13.97	0	0	False
0	28.95	Bee07	39.19	13.40	0	0	False
0	28.95	Bee07	39.19	13.40	0	0	False
0	29.27	Bee03	38.38	12.61	0	0	False
0	29.41	Bee00	38.89	13.42	0	0	False
0	29.80	Bee07	39.02	13.82	0	0	False
0	31.95	Bee04	23.77	9.08	0	0	False
0	31.95	Bee01	24.09	8.31	0	0	False
0	32.95	Bee01	23.87	8.29	0	0	False
0	33.33	Bee04	23.70	8.84	0	0	False
0	33.33	Bee04	23.70	8.84	0	0	False
0	34.23	Bee04	23.50	8.68	0	0	False
0	37.04	Bee03	35.74	1.61	0	0	False
0	37.04	Bee02	36.76	1.25	0	0	False
0	38.48	Bee02	36.31	1.09	0	0	False
0	39.90	Bee02	35.89	1.36	0	0	False
0	42.80	Bee02	34.25	5.17	0	0	False
0	44.68	Bee07	27.92	6.07	0	0	False
0	45.93	Bee04	3.02	13.23	0	0	False
0	45.93	Bee08	2.99	14.23	0	0	False
0	47.34	Bee01	1.33	5.26	0	0	False
0	47.48	Bee06	0.70	6.13	0	0	False
0	47.48	Bee06	0.70	6.13	0	0	False
0	48.14	Bee05	5.96	12.69	0	0	False
0	48.14	Bee08	5.37	13.49	0	0	False
0	48.30	Bee01	1.01	5.23	0	0	False
0	48.44	Bee06	0.74	5.85	0	0	False
0	48.44	Bee06	0.74	5.85	0	0	False
0	49.22	Bee06	0.87	5.64	0	0	False
0	49.22	Bee06	0.87	5.64	0	0	False
0	49.22	Bee06	0.87	5.64	0	0	False
0	50.03	Bee06	1.05	5.52	0	0	False
0	50.03	Bee06	1.05	5.52	0	0	False
0	51.27	Bee04	1.85	10.49	0	0	False
0	53.18	Bee04	1.31	9.16	0	0	False
0	56.05	Bee01	2.56	2.83	0	0	False
0	56.21	Bee05	3.29	3.82	0	0	False
0	57.00	Bee01	2.80	2.79	0	0	False
0	57.29	Bee05	3.96	3.36	0	0	False
0	57.77	Bee01	3.01	2.65	0	0	False
0	60.79	Bee04	4.54	2.03	0	0	False
0	60.97	Bee01	4.69	0.85	0	0	False
0	61.66	Bee01	4.89	0.95	0	0	False
0	61.82	Bee04	4.83	1.89	0	0	False
0	61.82	Bee04	4.83	1.89	0	0	False
0	62.52	Bee04	5.07	1.86	0	0	False
0	64.43	Bee03	2.44	14.06	0	0	False
0	64.43	Bee07	2.72	13.08	0	0	False
0	65.46	Bee07	2.50	13.05	0	0	False
0	65.87	Bee03	2.67	14.03	0	0	False
0	67.56	Bee01	15.48	2.28	0	0	False
0	67.56	Bee09	15.97	3.04	0	0	False
0	67.96	Bee02	16.69	3.94	0	0	False
0	68.46	Bee01	15.68	2.18	0	0	False
0	68.93	Bee09	16.00	2.82	0	0	False
0	68.93	Bee09	16.00	2.82	0	0	False
0	69.38	Bee02	16.71	3.70	0	0	False
0	70.21	Bee09	16.61	2.10	0	0	False
0	70.58	Bee02	17.20	3.15	0	0	False
0	71.10	Bee09	16.84	2.02	0	0	False
0	71.38	Bee02	17.43	3.06	0	0	False
0	71.87	Bee09	16.99	1.87	0	0	False
0	72.16	Bee01	17.61	1.01	0	0	False
0	72.81	Bee09	17.24	1.81	0	0	False
0	72.81	Bee09	17.24	1.81	0	0	False
0	73.78	Bee09	18.00	1.93	0	0	False
0	74.05	Bee08	35.46	18.14	0	0	False
0	77.63	Bee01	27.01	3.18	0	0	False
0	79.67	Bee05	39.10	16.13	0	0	False
0	79.92	Bee00	38.82	17.00	0	0	False
0	80.68	Bee05	38.90	16.20	0	0	False
0	80.68	Bee05	38.90	16.20	0	0	False
0	80.86	Bee00	38.51	16.85	0	0	False
0	81.10	Bee03	30.48	18.25	0	0	False
0	81.38	Bee05	38.66	16.19	0	0	False
0	81.86	Bee06	31.40	19.20	0	0	False
0	82.16	Bee05	38.38	16.06	0	0	False
0	84.02	Bee00	33.49	17.01	0	0	False
0	84.18	Bee09	32.44	14.54	0	0	False
0	85.15	Bee03	34.98	13.87	0	0	False
0	86.19	Bee02	38.80	4.89	0	0	False
0	86.19	Bee01	38.04	4.06	0	0	False
0	89.79	Bee05	28.94	5.58	0	0	False
0	92.71	Bee02	34.63	15.79	0	0	False
0	92.71	Bee09	35.26	16.74	0	0	False
0	93.29	Bee03	36.51	16.37	0	0	False
0	93.44	Bee09	35.53	16.63	0	0	False
0	94.28	Bee03	36.47	16.58	0	0	False
0	94.74	Bee09	35.72	16.74	0	0	False
0	94.99	Bee03	36.53	16.80	0	0	False
0	95.64	Bee06	8.68	8.69	0	0	False
0	95.64	Bee09	35.86	16.99	0	0	False
0	96.32	Bee03	37.39	17.85	0	0	False
0	97.43	Bee03	37.86	17.98	0	0	False
0	98.47	Bee01	38.28	19.17	0	0	False
1	0.38	Bee05	5.16	2.12	0	0	False
1	0.38	Bee01	6.06	2.29	0	0	False
1	0.54	Bee07	5.62	7.65	0	0	False
1	0.54	Bee04	5.73	6.50	0	0	False
1	0.72	Bee00	9.97	7.88	0	0	False
1	0.72	Bee09	9.83	7.06	0	0	False
1	0.72	Bee09	9.83	7.06	0	0	False
1	1.05	Bee02	0.46	7.21	0	0	False
1	1.05	Bee08	1.19	6.34	0	0	False
1	1.24	Bee03	7.23	1.64	0	0	False
1	1.40	Bee05	5.23	2.42	0	0	False
1	1.40	Bee05	5.23	2.42	0	0	False
1	1.68	Bee09	9.99	7.22	0	0	False
1	1.68	Bee09	9.99	7.22	0	0	False
1	2.00	Bee02	0.57	6.93	0	0	False
1	2.54	Bee07	3.38	7.24	0	0	False
1	2.54	Bee07	3.38	7.24	0	0	False
1	2.54	Bee08	2.80	6.89	0	0	False
1	3.54	Bee07	3.16	7.33	0	0	False
1	3.54	Bee07	3.16	7.33	0	0	False
1	3.54	Bee02	1.81	5.95	0	0	False
1	3.92	Bee08	3.06	6.73	0	0	False
1	4.20	Bee06	13.62	6.79	0	0	False
1	4.20	Bee09	13.28	7.81	0	0	False
1	4.39	Bee05	4.42	7.13	0	0	False
1	4.63	Bee08	3.18	6.56	0	0	False
1	4.93	Bee06	13.81	6.92	0	0	False
1	5.82	Bee03	3.83	2.20	0	0	False
1	5.82	Bee02	3.42	3.14	0	0	False
1	6.35	Bee08	3.74	4.39	0	0	False
1	6.72	Bee03	3.60	2.21	0	0	False
1	7.22	Bee02	3.31	2.91	0	0	False
1	7.22	Bee02	3.31	2.91	0	0	False
1	7.22	Bee08	3.92	4.21	0	0	False
1	8.00	Bee02	3.13	2.75	0	0	False
1	12.96	Bee07	6.86	18.92	0	0	False
1	15.85	Bee07	7.39	19.36	0	0	False
1	15.85	Bee07	7.39	19.36	0	0	False
1	16.55	Bee07	7.61	19.31	0	0	False
1	16.55	Bee07	7.61	19.31	0	0	False
1	16.55	Bee07	7.61	19.31	0	0	False
1	17.33	Bee07	7.82	19.17	0	0	False
1	17.33	Bee07	7.82	19.17	0	0	False
1	20.62	Bee04	38.17	12.08	0	0	False
1	20.75	Bee02	7.34	17.85	0	0	False
1	20.75	Bee05	7.04	18.60	0	0	False
1	21.03	Bee06	39.16	12.72	0	0	False
1	21.66	Bee02	7.52	17.98	0	0	False
1	21.66	Bee05	6.83	18.52	0	0	False
1	21.94	Bee04	38.37	11.98	0	0	False
1	23.00	Bee09	39.05	15.30	0	0	False
1	23.15	Bee00	38.31	10.10	0	0	False
1	23.15	Bee06	38.36	14.48	0	0	False
1	23.62	Bee03	12.44	9.15	0	0	False
1	24.32	Bee09	38.83	15.25	0	0	False
1	25.54	Bee00	35.15	11.21	0	0	False
1	25.54	Bee00	35.15	11.21	0	0	False
1	25.54	Bee08	34.42	11.31	0	0	False
1	26.50	Bee00	34.96	11.44	0	0	False
1	26.50	Bee00	34.96	11.44	0	0	False
1	26.50	Bee08	34.59	11.56	0	0	False
1	27.34	Bee08	34.61	11.79	0	0	False
1	27.59	Bee00	34.80	12.16	0	0	False
1	28.34	Bee00	34.85	12.41	0	0	False
1	30.87	Bee08	32.84	17.29	0	0	False
1	37.18	Bee00	37.86	18.50	0	0	False
1	39.58	Bee04	17.75	4.48	0	0	False
1	40.89	Bee00	32.23	17.19	0	0	False
1	40.89	Bee01	31.43	18.14	0	0	False
1	41.60	Bee07	38.06	11.94	0	0	False
1	42.27	Bee02	39.17	12.26	0	0	False
1	42.51	Bee07	38.16	12.13	0	0	False
1	43.42	Bee07	38.14	12.36	0	0	False
1	43.68	Bee02	39.04	12.78	0	0	False
1	44.44	Bee02	39.02	13.01	0	0	False
1	46.26	Bee07	35.92	16.11	0	0	False
1	46.40	Bee01	36.49	17.13	0	0	False
1	47.71	Bee02	37.83	16.26	0	0	False
1	47.71	Bee01	37.48	17.17	0	0	False
1	48.11	Bee06	0.97	8.02	0	0	False
1	49.07	Bee02	37.97	16.51	0	0	False
1	54.45	Bee02	38.65	15.32	0	0	False
1	54.45	Bee05	38.63	14.19	0	0	False
1	55.49	Bee02	38.36	15.22	0	0	False
1	63.89	Bee01	19.64	11.28	0	0	False
1	63.89	Bee09	19.35	10.66	0	0	False
1	63.89	Bee09	19.35	10.66	0	0	False
1	64.84	Bee04	18.42	9.77	0	0	False
1	64.98	Bee01	19.35	11.35	0	0	False
1	64.98	Bee09	19.64	10.65	0	0	False
1	73.02	Bee02	4.64	17.86	0	0	False
1	73.02	Bee08	4.35	18.72	0	0	False
1	74.05	Bee08	4.60	18.73	0	0	False
1	75.16	Bee01	5.83	17.79	0	0	False
1	78.25	Bee06	29.86	10.98	0	0	False
1	78.39	Bee02	1.14	14.68	0	0	False
1	78.39	Bee01	2.03	14.46	0	0	False
1	79.19	Bee01	1.92	14.23	0	0	False
1	79.47	Bee02	1.12	14.39	0	0	False
1	80.22	Bee02	1.00	14.17	0	0	False
1	81.62	Bee05	2.34	9.77	0	0	False
1	81.62	Bee01	1.66	10.50	0	0	False
1	82.52	Bee05	2.13	9.74	0	0	False
1	82.52	Bee05	2.13	9.74	0	0	False
1	82.52	Bee01	1.53	10.32	0	0	False
1	83.34	Bee05	1.94	9.63	0	0	False
1	84.10	Bee05	1.77	9.38	0	0	False
1	84.40	Bee01	0.80	9.74	0	0	False
1	84.40	Bee08	20.87	12.85	0	0	False
1	84.81	Bee02	2.48	10.27	0	0	False
1	87.00	Bee04	35.31	17.27	0	0	False
1	88.93	Bee04	35.45	18.77	0	0	False
1	89.55	Bee06	10.30	6.02	0	0	False
1	89.70	Bee02	9.43	5.48	0	0	False
1	90.42	Bee02	9.54	5.31	0	0	False
1	90.89	Bee06	10.14	6.15	0	0	False
1	91.65	Bee02	9.67	4.14	0	0	False
1	92.18	Bee07	33.67	19.12	0	0	False
1	92.46	Bee04	34.51	19.13	0	0	False
1	92.90	Bee07	33.97	19.00	0	0	False
1	92.90	Bee07	33.97	19.00	0	0	False
1	92.90	Bee07	33.97	19.00	0	0	False
1	93.41	Bee04	34.43	18.89	0	0	False
1	93.41	Bee04	34.43	18.89	0	0	False
1	94.34	Bee04	34.50	18.38	0	0	False
1	94.34	Bee04	34.50	18.38	0	0	False
1	94.34	Bee04	34.50	18.38	0	0	False
2	0.05	Bee05	0.47	8.28	0	0	False
2	0.05	Bee05	0.47	8.28	0	0	False
2	0.05	Bee09	0.55	7.72	0	0	False
2	0.05	Bee09	0.55	7.72	0	0	False
2	0.70	Bee08	4.21	8.02	0	0	False
2	0.84	Bee02	3.66	1.72	0	0	False
2	0.98	Bee01	3.48	6.66	0	0	False
2	0.98	Bee09	0.73	7.95	0	0	False
2	0.98	Bee09	0.73	7.95	0	0	False
2	1.80	Bee02	3.54	1.53	0	0	False
2	1.80	Bee08	4.45	7.38	0	0	False
2	2.36	Bee01	3.69	6.62	0	0	False
2	3.09	Bee05	2.75	6.01	0	0	False
2	4.91	Bee00	1.15	2.30	0	0	False
2	4.91	Bee06	19.15	2.61	0	0	False
2	4.91	Bee06	19.15	2.61	0	0	False
2	4.91	Bee02	1.29	1.35	0	0	False
2	6.01	Bee05	4.60	1.85	0	0	False
2	6.31	Bee00	1.00	2.06	0	0	False
2	6.31	Bee00	1.00	2.06	0	0	False
2	6.48	Bee03	5.41	0.89	0	0	False
2	7.36	Bee05	4.82	1.80	0	0	False
2	8.45	Bee00	0.75	1.75	0	0	False
2	9.44	Bee00	0.87	1.50	0	0	False
2	9.44	Bee00	0.87	1.50	0	0	False
2	9.97	Bee02	1.17	0.75	0	0	False
2	10.38	Bee00	1.09	1.35	0	0	False
2	10.38	Bee00	1.09	1.35	0	0	False
2	10.55	Bee01	12.79	2.19	0	0	False
2	10.68	Bee02	1.42	0.86	0	0	False
2	11.11	Bee00	1.31	1.30	0	0	False
2	11.11	Bee00	1.31	1.30	0	0	False
2	11.91	Bee00	1.53	1.35	0	0	False
2	11.91	Bee00	1.53	1.35	0	0	False
2	12.06	Bee02	1.94	0.99	0	0	False
2	12.34	Bee01	13.04	3.25	0	0	False
2	12.60	Bee00	1.72	1.47	0	0	False
2	13.45	Bee02	2.38	1.07	0	0	False
2	19.76	Bee08	29.53	12.99	0	0	False
2	22.43	Bee06	36.50	1.14	0	0	False
2	25.68	Bee05	38.21	12.84	0	0	False
2	27.01	Bee05	38.41	12.70	0	0	False
2	27.75	Bee05	38.51	12.52	0	0	False
2	28.60	Bee08	39.10	12.67	0	0	False
2	28.60	Bee08	39.10	12.67	0	0	False
2	30.20	Bee06	29.28	12.91	0	0	False
2	30.69	Bee03	38.44	15.54	0	0	False
2	30.83	Bee01	37.62	14.73	0	0	False
2	30.96	Bee08	38.23	9.61	0	0	False
2	31.65	Bee03	38.47	15.28	0	0	False
2	34.52	Bee05	36.89	1.56	0	0	False
2	34.65	Bee09	36.37	0.91	0	0	False
2	35.52	Bee05	36.98	1.29	0	0	False
2	35.96	Bee09	36.32	1.22	0	0	False
2	37.95	Bee00	34.94	6.94	0	0	False
2	38.26	Bee01	34.91	4.97	0	0	False
2	38.26	Bee01	34.91	4.97	0	0	False
2	38.26	Bee09	34.54	4.21	0	0	False
2	41.44	Bee04	36.30	17.26	0	0	False
2	41.58	Bee02	36.27	18.51	0	0	False
2	50.41	Bee05	34.56	18.91	0	0	False
2	54.87	Bee07	8.95	10.17	0	0	False
2	54.87	Bee09	9.93	9.64	0	0	False
2	56.24	Bee07	9.20	10.26	0	0	False
2	56.24	Bee07	9.20	10.26	0	0	False
2	56.24	Bee09	9.69	9.52	0	0	False
2	61.12	Bee02	5.46	2.37	0	0	False
2	61.84	Bee03	17.35	17.68	0	0	False
2	61.84	Bee07	16.48	17.04	0	0	False
2	63.21	Bee03	17.37	17.43	0	0	False
2	63.21	Bee07	16.72	17.00	0	0	False
2	63.21	Bee07	16.72	17.00	0	0	False
2	63.53	Bee00	15.56	4.22	0	0	False
2	64.04	Bee03	17.49	17.22	0	0	False
2	64.04	Bee07	16.92	16.86	0	0	False
2	64.32	Bee06	1.89	7.98	0	0	False
2	64.32	Bee08	1.53	8.70	0	0	False
2	64.48	Bee02	3.26	1.06	0	0	False
2	64.73	Bee07	17.05	16.67	0	0	False
2	65.27	Bee06	2.08	8.13	0	0	False
2	65.63	Bee08	1.74	8.68	0	0	False
2	65.63	Bee08	1.74	8.68	0	0	False
2	66.50	Bee08	1.95	8.77	0	0	False
2	66.64	Bee06	3.62	8.62	0	0	False
2	67.57	Bee04	6.80	5.60	0	0	False
2	67.71	Bee01	6.16	6.10	0	0	False
2	67.71	Bee01	6.16	6.10	0	0	False
2	68.50	Bee04	6.57	5.53	0	0	False
2	68.50	Bee04	6.57	5.53	0	0	False
2	68.67	Bee01	6.16	5.77	0	0	False
2	68.67	Bee01	6.16	5.77	0	0	False
2	68.83	Bee00	7.56	6.03	0	0	False
2	69.26	Bee04	6.35	5.35	0	0	False
2	69.73	Bee00	7.39	6.19	0	0	False
2	70.00	Bee04	6.25	5.14	0	0	False
2	70.00	Bee04	6.25	5.14	0	0	False
2	76.00	Bee09	8.54	18.28	0	0	False
2	79.15	Bee07	14.32	3.64	0	0	False
2	79.30	Bee04	13.76	4.44	0	0	False
2	80.52	Bee07	14.30	3.89	0	0	False
2	85.82	Bee02	16.89	10.83	0	0	False
2	85.82	Bee09	17.06	11.86	0	0	False
2	86.62	Bee09	17.29	11.79	0	0	False
2	86.75	Bee02	17.16	10.83	0	0	False
2	88.20	Bee00	4.21	12.28	0	0	False
2	88.20	Bee07	3.58	11.32	0	0	False
2	91.77	Bee04	26.59	18.30	0	0	False
2	91.91	Bee03	27.24	17.86	0	0	False
2	91.91	Bee03	27.24	17.86	0	0	False
2	92.84	Bee03	27.22	18.09	0	0	False
2	92.84	Bee03	27.22	18.09	0	0	False
2	93.23	Bee04	26.58	18.03	0	0	False
2	94.81	Bee08	38.54	2.78	0	0	False
2	94.94	Bee06	39.27	1.93	0	0	False
2	95.08	Bee05	14.98	5.49	0	0	False
2	95.27	Bee00	15.06	6.36	0	0	False
2	95.27	Bee00	15.06	6.36	0	0	False
2	95.82	Bee06	39.22	2.17	0	0	False
2	95.82	Bee05	15.23	5.51	0	0	False
2	96.14	Bee00	15.34	6.35	0	0	False
2	96.53	Bee06	39.09	2.36	0	0	False
2	96.94	Bee00	15.59	6.46	0	0	False
2	97.45	Bee06	38.89	2.46	0	0	False
2	98.40	Bee06	38.20	2.47	0	0	False
2	98.40	Bee06	38.20	2.47	0	0	False
2	98.40	Bee02	37.40	2.02	0	0	False
2	99.36	Bee06	38.01	2.59	0	0	False
2	99.36	Bee02	37.52	1.83	0	0	False
2	99.88	Bee04	21.39	7.26	0	0	False
3	0.17	Bee05	6.02	2.77	0	0	False
3	0.33	Bee03	7.93	1.20	0	0	False
3	0.33	Bee07	8.15	1.87	0	0	False
3	1.31	Bee03	7.71	1.27	0	0	False
3	1.84	Bee06	7.27	6.66	0	0	False
3	1.84	Bee08	7.86	7.48	0	0	False
3	2.52	Bee09	6.60	7.92	0	0	False
3	3.15	Bee06	7.18	6.91	0	0	False
3	4.37	Bee03	3.95	1.47	0	0	False
3	5.14	Bee00	1.39	4.07	0	0	False
3	6.20	Bee02	2.37	1.41	0	0	False
3	6.20	Bee05	16.73	2.98	0	0	False
3	7.50	Bee01	0.43	4.68	0	0	False
3	7.63	Bee03	0.81	3.86	0	0	False
3	8.30	Bee05	19.32	4.19	0	0	False
3	8.43	Bee01	0.50	4.42	0	0	False
3	8.43	Bee01	0.50	4.42	0	0	False
3	8.61	Bee03	0.87	4.21	0	0	False
3	8.61	Bee03	0.87	4.21	0	0	False
3	9.13	Bee05	19.78	4.20	0	0	False
3	9.54	Bee02	0.81	2.76	0	0	False
3	9.54	Bee01	1.02	3.77	0	0	False
3	10.29	Bee02	0.91	2.96	0	0	False
3	10.29	Bee02	0.91	2.96	0	0	False
3	10.60	Bee01	1.27	3.71	0	0	False
3	11.23	Bee02	1.13	3.09	0	0	False
3	11.23	Bee02	1.13	3.09	0	0	False
3	14.75	Bee04	14.24	14.53	0	0	False
3	18.81	Bee06	10.02	18.79	0	0	False
3	19.27	Bee04	17.18	7.88	0	0	False
3	19.27	Bee01	17.00	7.08	0	0	False
3	19.99	Bee01	17.25	7.05	0	0	False
3	20.30	Bee04	17.44	7.73	0	0	False
3	21.00	Bee04	17.68	7.68	0	0	False
3	21.33	Bee01	18.45	6.29	0	0	False
3	22.53	Bee07	39.58	6.59	0	0	False
3	23.53	Bee07	39.50	6.84	0	0	False
3	24.31	Bee07	39.29	7.06	0	0	False
3	24.31	Bee07	39.29	7.06	0	0	False
3	25.17	Bee07	39.04	7.15	0	0	False
3	28.27	Bee07	34.13	6.86	0	0	False
3	28.27	Bee02	33.56	7.39	0	0	False
3	29.29	Bee07	33.97	6.73	0	0	False
3	29.29	Bee02	33.72	7.54	0	0	False
