Run	Time	Name	X pos	Y pos	State	Delay	OnCue
3	30.20	Bee07	33.77	6.31	0	0	False
3	30.20	Bee08	33.97	5.39	0	0	False
3	31.17	Bee07	33.56	6.19	0	0	False
3	31.17	Bee08	33.73	5.45	0	0	False
3	31.93	Bee08	33.53	5.41	0	0	False
3	32.32	Bee00	39.42	12.02	0	0	False
3	32.46	Bee04	38.69	12.69	0	0	False
3	32.99	Bee00	39.27	12.18	0	0	False
3	33.42	Bee04	38.84	12.86	0	0	False
3	33.78	Bee03	31.93	2.12	0	0	False
3	33.78	Bee05	32.88	1.73	0	0	False
3	34.29	Bee00	39.29	12.40	0	0	False
3	34.59	Bee05	32.78	1.51	0	0	False
3	34.73	Bee03	32.01	1.85	0	0	False
3	35.41	Bee00	39.05	12.85	0	0	False
3	35.67	Bee03	31.94	1.62	0	0	False
3	38.30	Bee01	35.49	13.46	0	0	False
3	39.82	Bee05	35.47	2.69	0	0	False
3	39.82	Bee09	36.30	3.10	0	0	False
3	40.58	Bee09	36.18	3.28	0	0	False
3	40.84	Bee05	35.52	2.91	0	0	False
3	40.84	Bee05	35.52	2.91	0	0	False
3	41.62	Bee05	35.48	3.13	0	0	False
3	45.09	Bee02	34.30	11.66	0	0	False
3	45.09	Bee02	34.30	11.66	0	0	False
3	45.09	Bee09	34.62	10.97	0	0	False
3	45.88	Bee02	34.12	11.56	0	0	False
3	46.53	Bee09	34.80	11.16	0	0	False
3	56.69	Bee00	1.45	15.08	0	0	False
3	56.85	Bee03	0.86	14.23	0	0	False
3	57.59	Bee03	1.04	14.42	0	0	False
3	57.59	Bee03	1.04	14.42	0	0	False
3	57.59	Bee00	1.20	15.18	0	0	False
3	58.49	Bee03	1.27	14.50	0	0	False
3	62.20	Bee01	17.87	9.25	0	0	False
3	65.64	Bee05	2.07	8.29	0	0	False
3	65.79	Bee02	0.90	8.08	0	0	False
3	66.64	Bee05	1.96	8.04	0	0	False
3	67.03	Bee02	1.01	7.65	0	0	False
3	67.48	Bee00	8.24	15.15	0	0	False
3	67.48	Bee06	7.75	14.17	0	0	False
3	67.66	Bee05	2.02	7.68	0	0	False
3	71.75	Bee05	5.95	1.99	0	0	False
3	74.50	Bee02	3.58	1.51	0	0	False
3	74.64	Bee09	3.96	2.30	0	0	False
3	75.43	Bee02	3.79	1.47	0	0	False
3	75.58	Bee09	3.66	2.31	0	0	False
3	76.47	Bee00	24.09	10.28	0	0	False
3	76.61	Bee01	25.06	9.69	0	0	False
3	77.38	Bee00	24.39	10.35	0	0	False
3	77.38	Bee00	24.39	10.35	0	0	False
3	83.99	Bee00	33.74	17.77	0	0	False
3	83.99	Bee07	34.05	18.69	0	0	False
3	84.90	Bee00	33.96	17.79	0	0	False
3	84.90	Bee07	33.83	18.67	0	0	False
3	87.85	Bee00	38.26	16.27	0	0	False
3	88.84	Bee00	38.39	16.08	0	0	False
3	88.99	Bee01	39.24	16.27	0	0	False
3	91.72	Bee06	30.34	12.33	0	0	False
3	91.86	Bee02	30.85	11.22	0	0	False
3	92.00	Bee01	37.30	13.44	0	0	False
3	92.14	Bee05	37.84	12.30	0	0	False
3	92.14	Bee05	37.84	12.30	0	0	False
3	92.43	Bee06	30.57	12.36	0	0	False
3	92.58	Bee00	38.57	10.84	0	0	False
3	93.08	Bee05	38.00	12.50	0	0	False
3	94.41	Bee01	34.32	12.42	0	0	False
3	97.54	Bee05	37.83	15.77	0	0	False
3	99.99	Bee07	9.48	7.83	0	0	False
4	0.13	Bee00	2.21	8.55	0	0	False
4	0.13	Bee08	4.73	7.68	0	0	False
4	0.13	Bee08	4.73	7.68	0	0	False
4	0.13	Bee09	5.58	9.22	0	0	False
4	0.53	Bee07	4.56	8.25	0	0	False
4	0.53	Bee07	4.56	8.25	0	0	False
4	0.53	Bee07	4.56	8.25	0	0	False
4	0.97	Bee04	3.73	2.64	0	0	False
4	0.97	Bee05	4.57	2.09	0	0	False
4	0.97	Bee08	5.02	7.77	0	0	False
4	1.15	Bee09	5.98	8.68	0	0	False
4	1.45	Bee07	4.73	8.10	0	0	False
4	1.45	Bee07	4.73	8.10	0	0	False
4	1.45	Bee07	4.73	8.10	0	0	False
4	1.74	Bee08	5.25	7.75	0	0	False
4	2.39	Bee07	4.97	8.05	0	0	False
4	2.39	Bee07	4.97	8.05	0	0	False
4	2.39	Bee07	4.97	8.05	0	0	False
4	2.39	Bee07	4.97	8.05	0	0	False
4	3.21	Bee07	5.29	8.10	0	0	False
4	3.49	Bee04	5.24	6.04	0	0	False
4	7.36	Bee02	3.82	19.04	0	0	False
4	8.34	Bee02	3.92	18.84	0	0	False
4	9.70	Bee02	3.99	17.39	0	0	False
4	9.70	Bee04	3.83	16.79	0	0	False
4	9.70	Bee04	3.83	16.79	0	0	False
4	10.71	Bee04	3.68	16.96	0	0	False
4	10.71	Bee04	3.68	16.96	0	0	False
4	11.08	Bee02	4.17	17.28	0	0	False
4	20.95	Bee07	32.79	13.98	0	0	False
4	20.95	Bee08	32.92	12.96	0	0	False
4	21.72	Bee07	33.06	13.95	0	0	False
4	24.10	Bee05	22.78	18.17	0	0	False
4	25.00	Bee09	37.98	12.93	0	0	False
4	27.75	Bee08	38.52	15.23	0	0	False
4	28.88	Bee00	32.21	17.20	0	0	False
4	28.88	Bee09	33.24	17.39	0	0	False
4	29.86	Bee09	33.19	17.61	0	0	False
4	30.26	Bee00	32.37	17.35	0	0	False
4	30.26	Bee00	32.37	17.35	0	0	False
4	30.91	Bee08	34.32	17.99	0	0	False
4	30.91	Bee08	34.32	17.99	0	0	False
4	31.54	Bee00	32.62	18.25	0	0	False
4	31.80	Bee08	34.20	18.23	0	0	False
4	32.48	Bee00	32.54	18.48	0	0	False
4	32.48	Bee07	35.36	18.42	0	0	False
4	33.21	Bee08	34.35	18.51	0	0	False
4	33.21	Bee08	34.35	18.51	0	0	False
4	33.68	Bee07	35.24	18.03	0	0	False
4	33.84	Bee09	34.22	19.07	0	0	False
4	33.84	Bee09	34.22	19.07	0	0	False
4	39.50	Bee05	37.31	3.20	0	0	False
4	40.18	Bee04	38.02	1.35	0	0	False
